movie,sentence,score,label
더 배트맨,"첫 한시간은 오토바이 굉음만 들을 만하고, 두번째 시간은 차량 추격전만 볼 만하고, 세번째 시간은 꽤 볼만하지만 “이 영화는 왜 인터미션이 없지?” 되뇌이게 됩니다. ",8,1
씽2게더,1편이 가물거리지만 음악이 신났던 기억.다시 한번 음악으로 꽉 채우고 확실한 빌런으로 드라마는 단순화 시킨다.동물들과 바쥬얼 슬랩스틱은 여전히.,6,0
벤자민 버튼의 시간은 거꾸로 간다,많은 생각을 하게 해주는 영화,10,1
웨스트 사이드 스토리,미술과 촬영. 춤과 사운드. 많은 부분이 진일보하였지만 드라마 등 그 외는 60년전 그대로.거장의 어릴적 최애 작품 리메이크는 의도적으로 보이지만 절반의 성공 정도로 그친듯,6,0
튼튼이의 모험,"배우는  물론, 단역  한분한분  모두 연기가 감동이었습니다",10,1
뜨거운 피,연출이랑 영상미는 좋은데 주제는 단순한데 푸는 과정이 복잡하고 불친절함. 긴가민가하는 영화. ,7,0
찬실이는 복도 많지,"너무좋다. 주인공처럼 연애도 많이 못해보고, 돈은 없는데 나이만 적금처럼 꼬박꼬박 먹어버린 인생이라 할머니의 시에 주인공처럼 펑펑 울었다. ",10,1
해피 뉴 이어,예상은 했지만 이 정도일 줄이야.다중 플롯의 어려운 지점을 하나도 해결하지 못한 스토리. 감동과 코메디도 어중간,3,0
뜨거운 피,정우의 연기 말고는 할 말이 없다.. 하드캐리...,8,1
스파이더맨: 노 웨이 홈,마블의 번잡스런 캐릭터 믹스가 아닌캐릭터의 차원을 초월하는 진정한 합체.그들이 썰을 풀어 추억어린 감동을 소환한다.,7,0
뜨거운 피,치밀한 스토리소름끼치는 정우의 연기대한민국 악역의 세대교체,10,1
파워 오브 도그,짓눌리는 산악과 가축의 절경 아래 소소한 인간 관계의 긴장의 끈.세력의 추가 기울고 목도할 수 밖에 없는 침묵의 복수가 감염된다.,8,1
조제,원작은 정말 대단했다 이 영화는 주인공 이름만 조제인 전혀 다른영화인걸로~,1,0
라스트 나잇 인 소호,쵤영과 영상. 음향과 음악.감각적인 스타일과 매력적인 캐릭터의 전반부가 지나면꿈과 환각에 집착이 공포로 가는 길이 험난하고마무리 또한 여전한 에드가의 아쉬움으로 남는다.,7,0
박열,너무 재밌었다 다음에 한번 더 봐야지,10,1
뜨거운 피,"원작소설을 읽은터라 영화 자체의 스토리는 당연히 괜찮았습니다. 확실히 배우 정우님을 주인공으로 캐스팅한거는 확실히 좋은 초이스였습니다. 제가 머릿속에서 상상한 희수가 영화에서 그냥 돌아다니더라구요. 캐릭터들 자체가 소설에서 튀어나온것과 똑같아 보였습니다. 배우분들이 너무 잘하시고 똑같이 인물들을 구현했습니다.정말 원작 소설에서의 사람들이 현실에 있다면 저런 느낌이겠구나 싶더군요. 아, 용강 캐릭터를 영화에서 구현하기가 정말로 어려울텐데! 라는 생각이 들었는데 최무성 배우님이 용강의 연기를 너무 잘해서 놀랐습니다 내는 그냥 밑바닥까지 가볼라카는데의 용강 그 자체였습니다.사실 악마를 보았다말고, 드라마 응팔에서 택이 아부지의 느낌이 계속 겹쳐보일것 같았는데..  오늘 영화를 보고 정말 연기를 잘하신다라는 생각이 들었습니다. 그리고 타 느와르 영화는 아 영화 잘 만들었다, 재미있네, 이런 느낌인데 이번 뜨거운 피 영화는 정말로 이런 일들이 어디서 일어나고 있지 않을까? 라는 생각이 들 정도로 현실적인 느낌이었습니다. 신세계나 다른 느와르 영화의 그것과는 달랐습니다. 이 영화가 날것의 느낌이라고 하는데 제 생각은 날것보다 더 날것, 하수구 냄새, 영도 혹은 어디 송도바다 사이에서 나는 비린 바닷냄새 같은 느낌이었습니다. 영상미도 축축하고 어둑어둑하고, 좋았습니다. 우울합니다.아쉬웠던 점이라 하면.. 사실 영화가 조금 더 길었으면 했습니다. 워낙 배우진들이 연기를 잘해서 사실 원작 소설 전체 내용을 이 배우들이 연기하는 영화로 보고 싶다하는 욕심이 있었는데, 그래도 좋았습니다. 감독판으로 길게 나오면 한번 더 보고싶네요.여하튼간에 영화 나온날. 첫 조조영화로 아주 잘봤습니다. 원작 소설을 아직 안읽으신 분들은 오히려 영화를 보고 소설을 보는것도 나쁘지 않으실것 같습니다. 소위 삐까뻔쩍 간지가 나는게 아닌 꿉꿉하고 치열하지만 우울한 영화. 아주, 너무 잘봤습니다.",9,1
뜨거운 피,촌스럽고 구리다.   쉰내에 질식할 것 같았던 시간.,1,0
뜨거운 피,"느와르?? 라고해서 동생이 같이 보자고 할 때 별로였는데, 끝까지 보면서 와 장난없다. 싶었습니다. 추천이요!! 여운이 진하게 남습니다",10,1
라야와 마지막 드래곤,훌륭하다.,9,1
뜨거운 피,이것도 영화라고 시간이 아깝네,2,0
벨파스트,흑백에 묻혔지만 빛났던 벨파스트의 사람들 그리고 가족들의 이야기가 따뜻하다.,10,1
제로 다크 서티,무형의 무언가를 해냈을때 그 허탈감 아주 잘 표현함,10,1
인민을 위해 복무하라,연우진이 열심히 연기하느라 바쁜영화 ㅋㅋ,5,0
뜨거운 피,오랜만에 좋은 느와르 영화 봤어요~연기 스토리 모두 좋아요~~ 감성 좋습니다~,10,1
뜨거운 피,처음엔 복잡할 수 있으나 이를 잘 풀어 나아가는 모습 좋았습니다. 오랜만에 정우 배우를 스크린으로 보아 더 좋았어요. 감정연기는 일품!,8,1
만년이 지나도 변하지 않는 게 있어,유치하고 정신없고 납득이 안되는 부분이 많다.그럼에도 내가 즐겁고 또 울면서 봤던건 인물들의 순수한 마음이 너무 아름답게 보여서 정말 만년이 지나도  변하지 않을 것  같더라 .구파도 감독은 철딱서니 없을만큼 순수해서 좋다.,9,1
뜨거운 피,"진짜 간만에 정통 느와르를 제대로 봤습니다! 배우분들의 연기들 더할 나위없이 완벽했고,특히나 정우 배우님의 연기에 몰입도에 시간 가는줄 모르고 영화를 봤네요ㅠㅠ느와르 보고 싶으신 분들 이 영화 찐입니다. 추천드려요",10,1
크래쉬,영화 바깥에서 아시아인들이 느끼는 위선적인 시선,4,0
슬리더,가오갤이 보이기 시작할듯한데 너무 미약하다,4,0
타짜,확실하지 않으면 승부 보지마라,8,1
흡혈형사 나도열,에로인지 코믹인지 조폭인지,5,0
뜨거운 피,연기는 뭐 두말할것 없이 최고다!! 스토리도 너무좋고 오랜만에 몰입하면서 봄,8,1
뜨거운 피,오랜만에 찐느와르에 배우들 연기 개쩌는… 간만에 영화 볼만했습니다! 배우들 표정보고 진짜 계속 감탄하면서 봄,10,1
도어락,"현실적인 공포 쪽입니다.여성들이 당하는 실제 범죄사건을 바탕으로 뉴스에도 자주 보도되는 살인 스토킹, 주거침입 등 여자들이 경험하는 실생활 공포의 포인트들이 많이 포진한 섬짓한 영화입니다.공효진의 연기도 일품.넷플릭스에서 공포물을 찾는다면 추천. ",10,1
리디밍 러브,감동적인 내용입니다. 사랑에대해 배우는,10,1
더 배트맨,"펭귄이 관련된 스토리의 연출은 좋았음(펭귄역 대사와 연기도 잼) 여기서 주인공 배트맨의 대담함과 연출도 멋져보였음. 아쉬웠던 점.. 범인을 잡는 첫번째 클루부터 너무 쉽게 내어줌. 러닝타임이 3시간이나 되는데 더 긴장감있고 복잡한 퀴즈가 있으면 좋았을텐데 배트맨이 심령술사마냥 모든 클루와 퀴즈를 고민도 없이 1초만에 끝내버림. 고양이녀와의 로맨스장면 + 친구살인 스토리를 빼고 범인과 배트맨 스토리에 집중했으면 좋았을 것 같음,,! 그래도 지루하지만은 않게 봄~",7,0
뜨거운 피,언제까지 조폭 소재로 영화 만들래 돈 아까우니까 영화 제작할 돈으로 불우 이웃이나 도와라,1,0
스펜서,"배우와 의상팀, 미술팀이 다 했다.",6,0
생활의 발견,김기덕 도 그렇고 홍상수 까지 사회적 문제감독 영화에 끌리는거지..야생동물보호구역과 악어는 정말 한국영화중에서는 최애 영화인데.,10,1
스타쉽 트루퍼스,파쇼 소년단 만세! 볼 거리 넘치는 버호벤표 풍자의 정수!,10,1
뜨거운 피,소설을 먼저 읽고 영화도 궁금해서 개봉 첫날 봤는데 기대한만큼 몰입도 최고입니다!!,10,1
도어맨,어이없고 너무 뻔해서 빵 터짐 ㅋㅋ,4,0
이상한 나라의 수학자,&amp;#39;아니 이런 영화는 vod로 봐도 되는데 왜 극장가서 보지?&amp;#39; 했는데 우연히 보고나니 생각이 180도 달라짐 ㄷㄷ,10,1
메리 미,너무너무어무어무어무너무 진부하고 뻔하고 어디서 본듯한 설정 다 때려박고.... 노래도 별로... 자꾸 헛웃음이 나옵디다,4,0
벨파스트,짧은 시간에 벨파스트에 오랜 추억을 만들게 해줬어요그래서 마지막에 주인공들의 감정을 조금이나마 이해할 수 있었습니다,9,1
뜨거운 피,소설은 최고였는데 왠지 기대가 안되네,1,0
뜨거운 피,오랜만에 재밌는 한국 느와르였어요~요즘 영화 볼 거 없었는데 강추합니다!!,10,1
강릉,평점이 낮긴한데 생각보다 재밌게 봤습니다.연기 얘기가 많은데 그렇다고 연기때문에 영화 몰입감이 떨어지지는 않았습니다.,10,1
다시 태어나도 우리,소년의 사명감과 스승의 희생이 만들어가는 인생. 감히 이해할 수 없어도 숭고하다..,10,1
이상한 나라의 수학자,우리아들이 수학을 다시 생각하게 한 영화.. ,10,1
벨파스트,따뜻한 봄비같은 영화영화 끝나고 앉아서 여운을 느끼고 싶은 정도,10,1
굿 윌 헌팅,어른이 되어보니 더 와닿는게 많은 대단한 영화,10,1
뜨거운 피,진짜 재밌게 봤어요 ㅋㅋㅋㅋ느와르 너무 오랜만이라 극장에서 시간 가는 줄 몰랐네요,10,1
뜨거운 피,정우의 바람팬으로서 개봉하자마자 가서봤는데 느와르감성이 폭발이네요 살짝 코믹오락을 더 가미하면 더재밌었겠지만 느와르장르이니...볼만해요 딱 남자들이 좋아할영화 여자분들은 지루할수도 있어요ㅎ,10,1
뜨거운 피,코로나 이후 나온 한국 느와르 중에 베스트,10,1
뜨거운 피,김언수 작가 원작 &amp;#39;뜨거운 피&amp;#39; 읽고나서 영화 나온다길래 엄청 기대했는데...상상했던 그 기대감 그대로 펼쳐지니 짜릿하네,10,1
공작,선동과 날조,1,0
뜨거운 피,"정우 연기 너무 잘해서 깜짝 놀랐음,,, 거기에 다른배우들도 연기를 너무 잘해서 생각보다 너무 재밌게봄... 평소에 이런 느와르 장르 잘 안보는사람인데도, 되게 재밌게봤음.... 유사 느와르 영화랑은 다른 진짜 느와르 영화느낌 제대로나서 좋았음. 뜨거운피 원작 책보고 관심있어서 아침에 영화보고 왔는데, 영화도 원작 이상을 보여주네.. 2022년에 본 영화중에는 제일 재밌었음.",10,1
"틱, 틱... 붐!",맴도는 청춘의 탈출구.어느새 빠져나오면 그 청춘은 바람처럼 사라져버린 후.반드시 극장에서 느껴야하는 스코어들.,8,1
노웨어 스페셜,아이들 나오는 영화는 객관적이기 너무 힘들다. 눈물 나와 ,8,1
메가로돈,"거대상어 등장 해상 재난 영화에 대해 관객들이 그다지 큰 기대를 할까? 시원시원하게 물어뜯고 피 튀기는 액션에 심해를 표현한 cg정도만 나와줘도 충분한데 &amp;#34;이 영화는 중국인들의 자본에 의해 만들어졌다&amp;#34; 는 점을 촌스럽게 티를 내면서 계속해서 몰입을 깨니까 그나마 볼만한 지점까지도 다 구리게 보이는것.. 더 웃긴건 이딴 영화도 일단 중국에서 개봉하면 제작비는 너끈히 회수하고 속편이 나온다는 점 짜증나는 포인트들을 짚어보면 연극 분장 수준의 머리와 화장 의상, 어디선가 수도없이 본 고정관념 속의 등장인물들, 중국인의 가족애나 가치관등을 한번정도는 티내야하니까 전혀 난데없이 등장하는 신파, 어색한 빨간색 폰트의 한자, 중국음료수.. 등등 물론 상업영화고 돈대주면 원하는데로 찍는다는건 알겠는데 타협좀 적당히 하길.. 이걸 영화관에서 봤다면 진짜 재난이다",4,0
건축학개론,최고의 멜로영화 수지 너무 예쁘다,10,1
디어 에반 핸슨,지나친 캐릭터 설정과 너무 부족한 개연성.인상적인 뮤지컬 스코어 반면에 나머지 음악 사용에 진부함이 균형을 깨트린다.,4,0
스플릿,이 영화 너무 좋아요. 진짜 재미나요. 연기들도 잘해서 배나 잼나고 배나 감동,10,1
나일 강의 죽음,"영상미만 남은, 전작과 비슷한 지루한 전개가 아쉽다.",5,0
피그,상실과 회환.그 모든 인간의 슬픔을 품는 자연과 생명.,6,0
타짜-신의 손,구려,4,0
벨파스트,왜 반목을 해야 할까?평화가 깃들길.어린시절을 아이들이 빼앗기지 않기를,9,1
스펜서,"후반부 매기와의 대화와 웃음, 나도 모르게 눈물을 흘리고 말았다.",9,1
뜨거운 피,와 진짜 재밌었다 몰입갑 굿...인간 관계란 무엇인가에 대해 다시 알게되는꿑나고 나서도 생각이 좀 많아지는 영화 그만큼 관객에게 주는 메시지가 강함그리고 정우 연기력 좋네요,10,1
뜨거운 피,와 진짜 재밌었다 몰입갑 굿...인간 관계란 무엇인가에 대해 다시 알게되는꿑나고 나서도 생각이 좀 많아지는 영화 그만큼 관객에게 주는 메시지가 강함그리고 정우 연기력 좋네요,10,1
남극의 쉐프,내 몸은 라면으로 이루어져 있어..,10,1
리틀 포레스트,시간의 흐름과 순리대로 모든것이 자연스러운 영화,10,1
돌아와요 부산항애(愛),박희준 감독 신동엽 감독 배우들 쓰레기 그만 만들고 감독을 관두든가 해라 진짜 이딴것도 영화라고 평점이 0점이 없는걸 감사하게 생각하고 살아라 이딴것들한테 투자한것들은 생각이란걸 하긴 하는건가,1,0
에펠,"사랑은 언젠가 허물어질걸 무서워하고 알면서도 에펠탑을 지은 에펠처럼,,, ",10,1
뜨거운 피,너무 재밌게 봤습니다배우들도 어설픈 사투리연기가 아닌본토 사투리를 쓰셔서 집중도 잘되고스토리도 지루하지않고 너무재밌게봤어요강추!!!,10,1
뜨거운 피,저만보기 아까운 영화네요^^,10,1
뜨거운 피,기대 이상한번 더보고 싶네요내돈 주고 가까운cgv에서봤어유,10,1
에펠,형언할 수 없는 에펠탑의 웅장함을 상기시켜주는 영화,10,1
뜨거운 피,"걍 킬링타임용 영화에요. 먼가 본듯한 스토리 영상. 큰 기대하지 않고 보면 그럭저럭 볼만합니다. 다만, 한국영화는 사투리좀 이제 안썼으면 좋겠네요. 아니면, 사투리 부분만 자막이라도 만들던가요. 중간중간 뭔가하고 생각하다가 영화 몰입이 안됨.!!!! 짜증 !!!",6,0
메리 미,"보는 내내 몽글몽글한 기분 들어서 너무 좋았어요 ㅋㅋㅋOST 중독성 오지고 지립니다,,,!!!!",10,1
서프러제트,"투표할 수 있는 권리는 더 나은 삶을 살아가기 위한 최소한의 행위라는 것. 그걸 얻어내기 위해 모든 걸 건 여성들을 존경하지 않을 수 없다. 세상의 절반은 여자, 우리가 이길 것다. ",10,1
레미제라블,"음악, 배우들의 연기,무엇보다 원작에대한 감동이 영화에 몰입되어눈물나게 합니다.",10,1
오만과 편견,잔잔하면서도 스토리가 탄탄한것같아요.재밌게 잘 봤습니다,8,1
더 배트맨,"언제나 그렇듯 배트맨은 어둡고,고독하고,외롭고 힘들고 긴 싸움을한다 하지만 알아주는이 하나없다 그는 정말 영웅일까?이번 더배트맨은 내가 배트맨을 보면서 느껴왔던 어둡고 외로운 싸움을 잘보여준것같다조커의 출연 암시도 보여주는것같고 다음편도 기대된다배트맨은 역시 다크한맛이다",8,1
문폴,잊을만 하면 나오는 롤랜드 애머리히 재난영화.,5,0
탐정 : 더 비기닝,초딩 꼬마애가 명탐정 코난 보고 싶다니까 딱밤갈겨버리는 아동학대의 초기모델...,8,1
뜨거운 피,오랜만에 영화관에서 본 영화~ 기대 이상^^120분이 길게 느껴지지 않는 영화~ 대박 나세요!!,10,1
파이란,역대 최고의 영화중 하나,10,1
뜨거운 피,난 정말 재미있게 봤어요 간만에 집중해서 봤음정우 연기 굿~~~~!,10,1
더 배트맨,"조금 느려도 묵직하게, 매순간 빠져듭니다",9,1
디어 평양,"교포, 조총련, 민단, 조선인, 한국인, 오사카, 귀국선, 북한, 일본인, 이 모든게 뒤엉킨 삶을 가족으로 풀어낸 역작",10,1
40 데이즈 40 나이트,플라토닉이라는소재는좋은데 스토리가 너무이상하다,4,0
숀더쉽,진짜 최고의 영화다평생소장해야되는 영화어른이들이 봐야하는 영화,10,1
뜨거운 피,오랜만에 배우들 연기에 몰입.  기존 불편한 느와르와는 다른 공감가는 느와르 !!!,10,1
뜨거운 피,"믿고 보는 연기력 김갑수, 정우, 최무성~ 기대이상^^영화 대박~~",10,1
2012,이 감독양반의 이쪽 장르 작품중에서는 그나마 이게 낫다,6,0
리코리쉬 피자,PTA는 짱이다 진짜...,10,1
더 배트맨,부패검사를 처단하는 정의의 배트맨/ 우리에게도 배트맨이 필요하다,10,1
트루먼 쇼,시대에 앞서 미디어에 대한 통찰을 보여주는 작품,10,1
페인 앤 글로리,고통을 딛고 앞으로 나아가는 한 사람,7,0
문폴,생각보다 나쁘진 않았는데..? 별 기대 없이 보면 괜찮은 영화,7,0
뜨거운 피,연기가 장난 아님... 스토리도 나름 탄탄해서 기대보다 훨씬 재미있게 봄 간만에 저렴한 느낌 없는 괜찮은 느와르 봐서 기분 굿,10,1
안테벨룸,하여간 흑인들 피해자 코스프레 오지죠~ 정작 흑인들이 가장 많이 아시아인들 인종차별하면서 묻지마 폭행을 일삶지 이중성 오지는 놈들 ,1,0
타임 패러독스,기대 이상으로 재밌었습니다,8,1
뜨거운 피,속도감 있는 2시간 킬링타임용 한국형 조폭 느와르,10,1
뜨거운 피,상팔년도의 감성에 쌈마이 연출을 비벼보려 애는 썼다만...,1,0
더 배트맨,"다행히 극장 내려가기전에 봤다. 두번 보라고 하긴 3시간짜리라서 좀 애매한데, 1번은 꼭 봐라! 다크나이트 3편을 더 배트맨 하나에 몰아넣은거 같음. 근데 음악이 다스베이더 등장하는거 같은데 배트맨이 걸어나옴!ㅋ",10,1
샹치와 텐 링즈의 전설,"개인적으로 마블이 블랙팬서에서 아프리카 문화를 마블에 녹여낸것처럼, 샹치로 동양풍 문화를 영화에 넣은것을 굉장히 좋게생각함. 블랙팬서때 아프리카 문화를 와칸다로 넣어둔것아주 좋았고, 샹치도 동양 문화 넣은것 아주 좋음. 마블이 다양한 문화의 모습들을 영화에 넣으려는 시도 굉장히 훌륭하고 좋다고 생각함.  어떤 문화도 소외받지않고 모든 사람들이 즐겁게 마블 오락영화 즐겼으면 좋겠음.  이번에 미즈마블인가 거기서도 이슬람 소녀 이미지 나오는데 잘 녹여내서 다양한 문화사람들이 다 즐기는 그런 세계관들어갔으면 좋겠음. ",10,1
드라이브 마이 카,좋은 영화는 맞다,7,0
섬,정말 재밌었다 기억에 크게 박혔어 좋은 영화야 예술자체다,10,1
타임 랩스,현실성제로고구마열가먹은것같음돈버는게불법도박밖에없나요복권주식등이널러있는데,1,0
다크 나이트,조커 와이리 밉상이냐.. 배트맨 개억울..,10,1
뜨거운 피,"진짜 재미없음,거의 다 죽고 둘만 남는다?정우는 총, 칼 맞아도 안죽고사장님 되다고로 졸작이다오늘 양주옥정 cgv 1회 오전 10시 관람 ",4,0
문폴,최고의 코메디 영화였다!!,2,0
뜨거운 피,오랜만에 찐느와르 본 느낌. 배우들 연기도 대박이고 소설 원작이라서 그런지 스토리도 짱짱해 ,10,1
더 배트맨,성장하는 더 배트맨,8,1
더 배트맨,정말 이 OST가 좋았다고…?? ,1,0
더 배트맨,철저하게 그동안 못다 한 그림자 자체의 서사에 집중한다.,8,1
파도가 지나간 자리,오랜만에 감동적인 영화봤네요~ 펑펑울었어요ㅠㅠ ,10,1
문폴,지구평면설이 정설일 것 같은 세계관.,3,0
뜨거운 피,정우 연기 하나만으로도 볼 가치 충분하다.. 오랜만에 보는 작감배 삼박자 딱딱 맞는 영화,10,1
소피의 세계,지나가면 그제서야 보이는 아름다웠던 순간들,6,0
스펜서,"다이애나, 당신의 무기는 당신 자신이에요.",7,0
해적: 도깨비 깃발,영화가 진행될수록 한효주 피부가 점점 하예짐 ㅋ,7,0
차이나타운,연기력말고는 스토리나 개연성이나 개똥,6,0
뜨거운 피,연기자들 연기  정말 잘하네요.  ㅎㄷㄷ 볼만합니다.,10,1
뜨거운 피,"누군가에게는 유행이 지나간 장르이지만 유행과 장르를 초월해서 이야기의 힘과 배우의 힘은 통한다. 느와르의 유행이 지나간 시점 홍콩의 유위강 감독의 고혹자가 떠오른다. 물론 시나리오, 연출, 연기는 더욱 더 뛰어나다. 장르의 편견을 버리고 본다면 무시한다고 외면한다고 해서 없어지지 않는 현실과 그 세상속에서 살아가고 있는 사람들의 깊은 고민을 여운으로 즐길 수 있다. 천명관 감독의 훌륭한 데뷔작이다.",10,1
이상한 나라의 수학자,초등아이와 같이 감명깊게 봤습니다,10,1
프리즈너,오지호는 TV드라마가 답 이다.,2,0
극장판 주술회전 0,옷코츠 유타....라는 남자....,10,1
해적: 도깨비 깃발,개연성 어디감?? 다세포소녀스러운 무대뽀 영화임 영상씬은 나쁘지않았다,4,0
스펜서,영화를 보다 문득 긴장하고 있는 내가 느껴진다,8,1
인생은 아름다워,박사가 퀴즈 물어볼 때가 제일 소름이었다. 희대의 명작.,10,1
사라진 시간,어? 끝나? 이렇게? 왜? 1부 끝이 아니네?,1,0
복수혈전,너무너무 근엄하고 비장하고 진지하다. 그래서 더 웃겼다.,1,0
사라진 시간,감독의 의도는 충분히 이해되나 조진웅 연기로는 섬세함이 조금 부족~~결국 연출의 디테일이 아쉽네요 ,8,1
매트릭스: 리저렉션,매트릭스는 3편에서 끝난걸로하고싶다... 유일한 의미는 살아있는 엔딩이라는 것.,4,0
보헤미안 랩소디,퀸의 음악을 영상으로 볼 수 있는 영화... 지루하지 않게 마지막까지 잘 이끌고 간다... 마지막은 압권,8,1
부탁 하나만 들어줘,블레이크 라이블리 얼굴만 재밌어요,6,0
부라더,잼있음ㅋㅋㅋ 마브리땜에 몇번봄 ,10,1
친구,많은 명대사와 장면이 지금도 잊혀지지 않는 영화,10,1
비열한 거리,조폭영화 중에 친구 다음으로 좋아하는 영화,10,1
블랙 크랩,주인공 마음 이해간다..결국 원래 세상이 멸망해도 자식은 구하고 싶은게 부모의 맘이다. ,10,1
매미소리,"&amp;#39;오늘 하루 영화 잘 봤다.&amp;#39;로 끝나는 영화가 있고, 그 여운이 길게 남아 계속 맴돌고 다시 찾아보게 되는 영화가 있다. 영화 &amp;lt;매미소리&amp;gt;는 후자다. 진한 울림이 있는 영화다. ",10,1
뜨거운 피,제 기준에는볼만합니다 다른분들은모르지만전재밌었음ㅎ,10,1
뜨거운 피,아니 건달들이 이렇게 명대사를 날려도 되는거임? 찐 건달 이야깁니다. 정우배우 별로였는데~ 연기 좋네요!,10,1
뜨거운 피,생각보다 볼만합니다.,10,1
태풍이 지나가고,고레에다 히로카즈 영화는 자극이 난무하는 이 세상에 한 줄기 빛 같은 존재.,8,1
헌터 킬러,영화에 나오는 무기가 실감나는군요. ,9,1
레드 닷,스릴 1분...인성 무엇~,4,0
문폴,중국 자본이 들어가면 헐리우드 영화도 어떻게 되는지 보여준 영화,1,0
프라이드 그린 토마토,인생영화로 추천이여 30년만에 다시 봐도 감동이네요,10,1
리디밍 러브,여혐영화. 여자는 남자에 의해서만 행복해질수 있다는듯. 마치 여자는 남자의 소유물로 여기는 영화의 사상이 굉장히 불쾌함. 이래서 기독교가 너무싫어.,1,0
문폴,"신파도 이런 신파 없으며등장인물들 (할리베리가 그나마 ㅠ) 조연 심지어 주인공 아들까지 연기를 잘하는 애가 한명도 없고,그래비티와 투모로우등 명작에서 봤던 장면들을 더 저급한 버전으로 차용한 느낌도 낭낭하고,2012, 투모로우, 그래비티, 인터스텔라 상상하고 가시면 큰일납니다.",1,0
뜨거운 피,한권의 소설을 영화에 떠겁게 들어부어삣다!! 고마 쒜리 마! ,10,1
로스트 인 스페이스,역대급으로 재밌음 시간 순삭,10,1
뜨거운 피,진정성있는 연기와 깊이감이 느껴지는 영상미... 오랜만에 느껴보는 웰메이드 영화 ^^*,10,1
도깨비 감투,역시 정민섭 작곡가님 정여진 부녀와 별셋.최수민 콤비~ 표절마왕 박승철은 77단의 비밀 도깨비 감투 흑두건 두작품은 인정~~~ ,9,1
메리 미,marry me~ marry me~~만 귓가에 남는다,3,0
발렌타인 데이,연말에 TV에서 보면 적당할 영화. 출연진 섭외하냐 고생했겠다.,4,0
뜨거운 피,귀에 착착 감기는 대사~!!!,10,1
아저씨,"원빈을 위한 영화, 원빈에 의한 영화. 원빈의 매력이 압도적이라 영화 개봉이후에도 케이블tv에서 수십번 봐도 질리지 않고 재밌음.",10,1
루비 스팍스,사랑이란 어렵다. 상대가 누구일지라도. 이해하고 배려하는 마음이 함께하지 않으면 더욱더,5,0
라스트 위치 헌터,킬링타임용으로 최고예요.  ,10,1
블랙 크랩,딸이 살았으면 지구 멸망되도 된다는 주인공  쓰레기 영화,1,0
문폴,개연성 과학적 가능성 사실성 기타등등 이런거 따지시는분들은 절대보지 마세요 평점 2점이상 주기 힘드실것 그냥 그런거 안따지고 스피디하고 등장인물들이 영화상에서 어떤걸 하고있는지 대충 이해가 되는 정도면 상관없고 빵빵터지는 볼거리 있으면 볼만하다고 생각 하는 분들은 봐도 나름대로 재밌게 보실수 있을겁니다 저도 그런 편이라 나름 재밌게 봤어요,7,0
벨파스트,"케네스 브래너 감독은 자전적 이야기를 통해 자신의 추억을 훌륭히 재현했을 뿐만 아니라 동시대성을 확보해 현재를 살아가는 관객의 마음 역시 사로잡는데 성공했다. 지난 추억에 대한 그리움은 더 없이 따뜻하며, 떠나야만 했던 고향에 대한 애틋한 향수는 한 없이 반짝거린다. 진실되고 다정하게, 영화는 어린 시절에 대한 낭만을 노래한다.",9,1
로스트 인 더스트,"한물간 서부극, 한물간 은행털이, 한물간 경찰들이 만들어낸, 시대 변화에 대한 마지막 저항같다.",9,1
스파이더맨: 노 웨이 홈,진짜 뽕제대로차오른다..,10,1
에펠,"영화는 어디까지나 영화다. 팩트를 기반으로 하더라도 픽션의 비중이 클 수 밖에 없다. 문제는 그 픽션이 황당한 방향으로 전개된다거나 현저하게 현실성이 떨어질 때 흥미를 반감시킨다.그런 측면에서 보자면 &amp;lt;에펠&amp;gt;의 픽션은 충분히 고개를 끄덕일 만한 수준이다. 19세기 파리의 모습과 에펠탑 건설 현장의 광경을 사실적으로 담아내는 한편, 구스타프와 아드리엔의 멜로를 아름답게 담아낸 영상도 합격점을 받을 만하다.",7,0
뜨거운 피,캐릭터 내면의 감정선만 차별화한 것으로는 부족했다. 원작 소설의 깊이 덕분에 이야기가 산으로 가거나 허술하진 않지만 지루함에 답답한 것은 어찌할 수 없다.,6,0
에펠,"영화 너무 감동이네요. 두 배우의 연기도 좋고, 에펠탑이 주는 감동과 두 사람의 애절한 사랑이 깊은 울림을 주네요. 초 집중! ",10,1
뜨거운 피,마! 살아있네! 부산 소울 지대로 느끼네,10,1
리디밍 러브,여주는 자신의 직업으로 인하여 자신의 몸을 너무 쉽게 다룬다. 두번이나 남주집에 들어왔다가 가출하는 모습이 마치 아버지가 집나간 딸을 데려다 앉혀놓고 딸은 또 집을 나가고 이런식이다.이런 부분은 이해가 안가더라.,6,0
스펜서,하~...  영화보는 내내의 내감정,5,0
다만 악에서 구하소서,킬링타임은 되는 영환데 감상포인트는 박정민의 트랜스젠더 연기가 미쳤음. 상상도 못한 연기였음,8,1
에펠,에펠 건축가의 사랑이야기가 에펠 타워 제작의 웅장함과 어우러져 진짜 올해 최고의 감동을 느꼈네요,10,1
에펠,에마매키 불어 ㅜㅠㅜㅜ 무엇 ㅜㅜㅜ 너무 잘봣습니다ㅜㅜ 매력적이네요 정말 역시나... 로망뒤리스도 구스타브 에펠 찰떡이고 파리 다시 가서 에펠탑 보고싶네요 ,10,1
