movie,sentence,score,label
비와 당신의 이야기,"시공간, 캐릭터, 에피소드, 감정까지도 모든 것들이 중구난방으로 흩어진다. 마지막 한 장면으로 모으기엔 역부족.",4,0
미스,정말 매력적인 배우와 연기력으로정말 가치있는 주제와 내용으로고장난 기어처럼 이야기가 맞물리지 못한다.,5,0
더 배트맨,아....좋았다 진짜 재밌었습니다.,10,1
해적: 도깨비 깃발,한효주 연기에 대해 좋지 않다라는 얘기가 있던데안 그렇던데요? 다른분들 연기도 다들 좋고 스토리도 재밋고 아주 유쾌하게 봤어요~1편 재밋게 봐서 2편 기대안했는데 생각보다 너무 괜찮네요~근데 코믹 연기들을 어떻게 그리 잘하시나 다들 ????,10,1
모비우스,진짜 배트맨이네..,6,0
모비우스,"집중해서 보았던 것 같다. 그래도 스파이더맨 노웨이홈 빼고 근래 개봉했던 마블영화들(베놈2라던가 블랙위도우라던가..상치라던가..이클립스라던가..)에서는 가장 나았던 것 같다. 다소 짧은 상영 시간이 아쉬웠고, 마이클과 달리 변한 몸을 즐기는 루시안의 미친 연기는 볼만했다. 짜릿한 액션신이라기보다는 몰입감있는 액션신이 있었고, 엄청 뇌리에 박힐정도로 각인되거나 놀랍거나 그러진 않았지만 새로운 캐릭터의 등장이 매우 반가웠다. 혼자 극찬하고 성적이 부진했던 토르1이 생각나서 말을 아껴야할 것 같다. 안티 히어로라는 단어가 왜 등장했는지 충분히 알만한 영화였다. 마지막 마틴...장면은 예상이 되었던것 같다. 하지만 쿠키 2개는 정말 소오름..꿀잼이었다!",8,1
모비우스,"내용은 볼품없지만 액션, cg, 음악 자체는 굉장히 좋았어요",9,1
우주 전쟁,"성대하게 시작한 것도 미약하게 끝날 수 있고, 미약하게 시작한 것고 성대하게 끝날 수 있다. 예상치 못한 곳에서 펼쳐진 오류는 항상 가장 기본적에고 원초적인 것에서 시작한다는 점을 나름의 훌륭한 방식으로 펼쳐낸 영화라고 봄.",9,1
모비우스,"조금씩 아쉬운 액션신 장면들..그리고 최종빌런하고의 전투씬이 전부인데 그마저도 많이 생략한듯한 느낌이고, 뭔가 주인공의 능력을 100분 발휘하고 보여주고 활용하지 못하는 느낌. 마지막 억지로 끼워맞추기식 멀티버스 연결짓기도 그렇고, 다음에도 이런다면 없어질 시리즈 될듯함...  기대가 컸던 탓인지 몰라도 뭔가 모기우스 느낌임..",7,0
서버비콘,사람이 아닌것이 사람인척 하다 다 죽는 이야기.아역이 다 하고 잘하는 영화.삼촌은 살려도 됐을 영화.오만해서 싫은 영화.,6,0
배니싱: 미제사건,"좀... 너무한거 아닌가? 개인적으로 별점 평가는 안하는데, 이건 안할수가 없다.어떤 내용을 전달하는 거냐? 단순하게 범죄스릴러도 아니고, 흥미요소가 없다. ",1,0
패러렐 마더스,전 개인적으로 별로였어요.. 전체적인 색감은 눈이 즐거울 정도로 좋았는데 컷 구도나.. 연출적으로 어떤 상징적인 의미를 담은 느낌이 와닿긴 했는데 저랑은 안 맞았아요..,7,0
이터널스,"마동석형님이 출현해 기대했으나,어벤져스시리즈에 비해 퀄리티가많이 부족해보였습니다.",4,0
모비우스,낫배드인듯합니다 기대없이보면,10,1
레드 로켓,트럼프 시대를 통과하는 미국의 초상,9,1
극장판 시그널,미안한데 아무리 잘줘도 3점일단 연기에서 4점 깎이고누구나 알 것 같은 스토리에서 3점 깎는다,3,0
모비우스,소니는 이제 히어로 영화좀 안 만들었음 좋겠네. ,2,0
원스 어폰 어 타임... 인 할리우드,믿고 보는 디카프리오 정당방위 장면 속이 뻥 뚫렸다,10,1
더 배트맨,너무너무 재미있게 잘 봤습니다 배트맨 연기가 너무 좋고 촬영과 음악이 넘 좋아요,10,1
캡틴 판타스틱,실천하긴 매우 어렵지만 인간이 옳다고 믿는 것에 대한 이야기. 제 가치관과는 많이 닮아있어 매우 공감하며 재밌게 봤습니다.이런 영화가 많았으면 좋겠네요,10,1
모비우스,모비우스 - 영등포 cgv,3,0
뫼비우스,왜 말이 없느뇨?세상에 대고 외치란 말이다! &amp;lt;내가 고자라니! &amp;gt;,1,0
패러렐 마더스,아픈역사와 어머니의 위대함,7,0
극장판 주술회전 0,영상과 음악은 물론이고 팬서비스까지 좋았습니다... 액션 미쳤음 ㄷㄷ,10,1
뜨거운 피,좋아하는배우들의 실망스럽지않은 연기최근영화중에 스토리는 짜임새있네요,10,1
뜨거운 피,말이 필요없는 최고입니다,10,1
행복을 찾아서,윌 스매싱 나오는 영화. 이런 인성을 가진 사람은... 앞으로 쓰지 마라. 천재가 성공하는 게 뭐가 대단하다고.ㅋㅋㅋㅋ,1,0
앱,지금 tv OCN THRILLS에서 해주는데 재미 드럽게 없다 ㅋㅋㅋ 별 1개도 아깝다  역시 네덜란드 영화라~~ㅋㅋ   그래서 채널 돌렸다 ㅋㅋㅋ ,1,0
더 배트맨,재밌게 봤습니다.,7,0
이상한 나라의 수학자,현실과 이상이 묘하게 어울리면서 극장에서 볼만했다,8,1
뜨거운 피,도데체 작가는 소설을 보긴 한건가.?정작 등장인물의 묘사나 포인트는 다 날려먹고 그냥 내용전개만 하면 끝이냐...?,4,0
정직한 후보,이거 웃기다고 하는 사람들은 웃음코드가 저기 땅바닥에 있나?,1,0
보스 베이비,애완견이 애기들의 귀요미 자리를 넘보고 있다면서 안절부절하는 내용이 영화볼때 당시엔 그냥 재밋기만 했는데 실생활에서 젊은커플들이 저출산현상으로 자연스럽게 유모차에 강아지 태우고 다니는 현상이 갈수록 흔해지는게 이게 저출산문제 풍자를 엄청 잘한거구나라고 라는 생각이 듬. 미국도 한국이랑 비슷한 문제를 겪고 있긴 한가봄. 아님말고 ㅋㅋ,8,1
걸캅스,여주인공은 이 영화 대본 들어왔을 때 양심상 거절했어야 했다.,1,0
더 배트맨,그냥 개쩝니다 무조건 보세요 2번보세요,10,1
노인을 위한 나라는 없다,아구아...어설픈 연민때문에 나는 모스를 응원하면서 봤다..근데 그런식으로 접근해서 돈가방을 누가 가지는가 따위의 수준낮은 시선으로 보면 안되는 것이었다.리뷰를보니  조금더 이해가 된다.사람 똥꼬 제대로 조이면서 느리다.늙은 전개다.노인을 위한 나라는 없지만나라는 노인이 필요하다.코엔형제는 천재둘이 움직이니까 이런 수작이 나온다..,10,1
이상한 나라의 수학자,유치하고 뻔한 것이 필요한 우리 현실,8,1
모비우스,괜찮은 영화였는데 평점 왤케 낮음?? 몰입도도 좋았고 스토리 연기 다 괜찮았음.,10,1
곡녀,곡하는 여자의 연극같은 어쩌면 아방가르드한 이야기..,10,1
배니싱: 미제사건,진짜 너무하다 싶었음..,1,0
문폴,그저 자가복제 그런데 이걸 2022년에 보자니 그게 참 힘들다,1,0
모비우스,애매하지만 베놈2보다는 나았던..,6,0
배니싱: 미제사건,하나씩 다 빠진 ...,5,0
배니싱: 미제사건,스릴러를 문화차이가 느껴지게 만들었네.,8,1
뜨거운 피,믿고 보는 정우 영화. 언제적 느와르인지 무섭지만 새롭지다.  연기 잘하는 정우배우 다른 스타일 배역도 부탁해. ,8,1
미스피츠,감독과 스텝들은 이 영화 제작후 어떤 생각을 했을까?,1,0
뜨거운 피,"이전에 이미 먹어본 아는 맛인데, 그 맛을 잘 살렸다. 다만 지인에게 소개하고픈 맛은 아니다. ",7,0
스펜서,"시종 불안하게 만드는 촬영, 연출, 음악이 좋았다.",9,1
모비우스,액션이 괜찮다. 자레드 레토가 모비우스 역할로 너무 잘 어울린다,3,0
배니싱: 미제사건,프랑스 갬성이랑 대한민국 갬성 사이의 간극... 끝까지 좁혀지진 않았음...,7,0
이글 아이,와 이거 진짜 별생각 없이 봤는데 초반에 택배 받는 순간부터 확 흡입되더니 너무 긴박감 있게 잘 만들어서 당황스럽게 재밌네ㅋㅋ 이런 영화 같은 일이 실제로 발생할 수 있겠다는 생각이 들 정도로 개연성과 설득력이 있었기에 더 몰입해서 재밌게 봄,8,1
낙원의 밤,걍 느와르 쩌네요 감독 연출 좋네요 ,10,1
아수라,다시보니 ㄹㅇ다큐임 그분 이야기,10,1
자기 앞의 생,원작에 비해 각색도 생략된 부분도 많다. 아마 원작을 안 읽고 보면 감정요소를 이해하기 힘들지 모른다. 인간은 항상 모순적이며 선과악이 공존한다. 우린 우리의 환경도 인종도 성별도 어느것 하나 선택할 수 없다. 주변에서 어떤 말을 해주냐 어떤 방향으로 이끌어주냐 또한 선택할 수 없다. 그냥 흘러가는데로 살아갈뿐이다. 우리가 할 수 있는건 그저 삶이 가는데로 흘러가면 된다. 제 각기의 삶을 사는 모두를 응원한다. ,8,1
브라이트,뭐라고 해야하나... 뭔가 만들다만 느낌... b급 영화... 내용은 참신한데 안타깝구만... 그래도 생각없이 볼만함 ㅋㅋ,6,0
문폴,아무 생각없이 보기에는 볼만하던데?중국자본 영화의 특징인 중국인 조연이 뜬금없이 분량차지하는것 외에는 ,9,1
쌍화점,스토리 의상 세트 음악 대사 정인에 대한 집착으로 질투에 도륙을 마다않는 주진모 연기는 정말 대단..소름..여자보다 더 무서움...나이가 들수록 영화 이해도가 높아지는건 참 괜찮은 일인듯,10,1
모비우스,조금 졸리긴했는데 볼만했음연기 좋고 기술사용할 때 음향감이 짱임,6,0
모비우스,"첨엔 아 오랜만에 신난영화 보는구나 했는데, 끝으로 갈 수록 진부하고 뻔한이야기기....",6,0
카우보이의 노래,눈을 못떼게 하는 전개.산자와 죽은자 어차피 인생은 이 두가지로 설명 될 뿐이다.자연 앞에 아무 존재도 아니면서 존나 개척 함 ㅋ배우들 연기도 너무 좋다.그냥 땅을 팠더니 금광을 캔 느낌,8,1
문폴,fuck!!!!포올,1,0
캡틴 아메리카: 시빌 워,친했던 놈들 싸우는건 항상 재밌어,8,1
스펜서,다이에나가 등장하는 첫 정면만 봐도크리스틴 스튜어트의 인생연기라는 느낌이 온다.,7,0
콜 미 바이 유어 네임,그 여름 올리버는 소년에게 어떤 사랑이었나?소년은 올리버에게 어떤 사랑이었나? ,8,1
킹스맨: 퍼스트 에이전트,아! 허무하게 떠나버린 콘래드여!아! 울부짖는 나의 가슴이여!세계사를 아는 이의 마음은 얼마나 조마조마한가!,10,1
개세영웅,무협영화인데 딱딱하지 않고 애절하다. 하람두의 능청스러운 연기는 역시 일품이다. 뒤로 갈수록 무공 실력이 볼만하다. 여운을 남기기엔 괜찮은 결말이였다. ,10,1
핵소 고지,신념을 이해하려 하지 말자. 그 사람의 전부일 수 있다. ,9,1
모비우스,괜히 로튼이나 영화렉카 유튜버 평에 휩쓸리지 말고 곰곰이 생각해보라. 이게 더 배트맨보다 재미없다고?,8,1
터미널,나 여잔데 캐서린 제타존스 미모에 넋 놓고 봤다...,10,1
해적: 도깨비 깃발,사십분보고 평점남기기는 처음..이광수 캐릭터는 원피스 따라한건가요? ,5,0
포화속의 우정,전쟁영화에 여주는 이쁘다... 볼만은한데... 주인공 5명은 성격이 너무 즉흥적이다 ㅡ.ㅡ 5명다 살수도 있었다.. 그레타는 오버만안했어도 살았겠지... 멍청하게 왜 선을 넘어... 그리고 동생은 그냥 손들고 항복하면 살걸 왜 나서다 죽냐 ... 간호사는 남자죽자마지 뒤돈 안돌아보고 그냥 다른남자 찾아 떠나버리네... 그리고 마지막에 다들 탈출하는데 소냐는 왜찾아... 둘다 피신안하고 굼뱅이처럼 뭐하는거야..ㅡㅡ 은근히 답답한 장면들 너무 많네... 좀만현명하게 대처 했르면 5명다 만날수있었을텐데... 케릭터들이 다 답답한 고문관케릭터들이다... 스토리나 연출은 볼만하다.,8,1
에놀라 홈즈,이건 홈즈이름 걸고 사기친수준 ㅋㅋㅋ내용은 무슨 90년대 삼류드라마 수준.여자평점 높은건 이정도 영화가 여자들평균 인생 영화수준이라고 이해하면 되는건가??얼마나 자존감 떨어지면 이런 자위적인 내용으로 대리만족해서 작품성 평가도 객관적으로 못하는걸까...,5,0
모비우스,재밌게 보긴 했는데 다른 마블 영화와 특색은 없는거 같다,8,1
인질,연기는 좋은데이건뭐 너무 엉성하다 ,5,0
경관의 피,한 7~8점짜리 영화.나쁘지 않았음,10,1
드라이브 마이 카,말해뭐하냐 최고의 영화다,10,1
패러렐 마더스,가족이라는 역사 속 해체와 결속의 끈 사이에서 사실과 진실을 구분지어 완벽히 거짓을 몰아내 다시금 인간의 유대를 강화한다.,8,1
모비우스,소니 갈 길이 멀구나...,7,0
모비우스,"이걸 스페셜관에서 내돈내고 본 내가 레전드..영화 어느 부분에서도 노력해도, 느낄 수 없는 카타르시스.출연한 배우들에게 위로를...",1,0
"나니아 연대기 - 사자, 마녀 그리고 옷장",나에겐 최고의 판타지 영화 중 하나어렸을 때 모두 한 번씩은 들어갔을 옷장의 세계를 확장시켜주었다.어렸을 적 꿈꿨던 옷장 세계가 현실이 된 느낌이 영화는 성인이 된 지금도 나에게 옷장 너머의 세계를 상상하게 해준다.,10,1
언더워터,영화 라이프의 심해 버전라이프가 우주였다면 언더워터는 심해SF 장르 좋아한다면 가볍게 킬링타임 용으로 괜찮을듯,7,0
모비우스,마블 없이 소니는 아무것도 못 한다.그 캐릭터와 그 배우를 데리고 이렇게 만드는 것도 능력이라면 능력소니는 이제 욕심 버리고 마블 내려 놓아야 할 듯배우의 연기 하나는 정말 좋았다스토리만 빼고...,6,0
인터스텔라,인생 영화 중 하나. 다시 봐도 완벽하네요.,10,1
배니싱: 미제사건,"감독이 영화를 만들다가 말은듯한 스토리 전개, 갑자기 쓸데없이 마술을 하는 형사, 법의학자와 갑자기 썸을 타기 시작을 하는 등 이해를 할 수 없는 전개로 몰입감과 긴장감을 전혀 찾아볼 수가 없었다. 초반에만 흥미진진하고 뒤로 갈수록 스토리가 산으로 가는 느낌.. 영화가 기승전결이 있어야 하는데 그것도 없고 그렇다고 반전이 있는 것도 아니고 허무하게 갑자기 결말을 지어버림.. 그리고 도대체 올가 쿠릴렌코는 왜 이 영화에 출연 했는지 도무지 이해를 할 수가 없다. 좋은 배우들 데리고 감독은 뭐하는지.. 한불 합작이라는 게 놀라울 따름.. 메가박스 빵원티켓으로 본걸로 만족한다. ",5,0
모비우스,자레드 레토라는 배우와 여주인공의 매력에 7점을 준다. 아직은 아쉽다,7,0
여타짜,90년대 이후로  이리 엉성한 영화는  처음이네요 ㅎ,1,0
극장판 시그널,원작이 있는 리메이크 물 혹은 n차 창작물은 딱 두가지임 원작을 충실히 재현했는가? 혹은 원작과 완전 다른 새로운 셰계를 구축했는가? 이 영화는 둘다 아니고 쪽본 특유의 오그라드는 오바 갬성이 시종일관 거슬림,1,0
리코리쉬 피자,미워하고 실수하고 방황하는. 연료 없는 트럭의 거침없는 후진 같은.,8,1
더 배트맨,베트맨의 완성? 베트맨 차나 멋있지.아.흑인들은 다큐로 묘사해놨다.,1,0
역할들,연기를 하기 위해 척박한 삶에서 또 다른 역할을 감당하는 배우들의 삶.우리들은 우리 삶에서 또 어떤 역할들을 짊어지고 사는것일까?,9,1
문폴,달의 미스테리라는 소재를 쓸거면 이에 대해 좀 더 많은 내용들로 진지하게 접근했으면 신선했을 것임. 영화는 비주얼에 올인했는데 이와 안맞게 등장인물들이 너무 많다보니 개연성이 떨어져 스토리는 막장이 되버림. 그나마 Sf장르에 워낙 괴작들이 많아서 그런지 sf한정으론 나름 볼만한 편.,7,0
모비우스,액션과 볼거리가 풍부하고 캐릭터도 아주 독특함. 잠깐 지킬앤하이드가 생각나기도 함. 앞으로 마블 영화에서 어떤 역할을 하게될 지 벌써부터 긍금함~~ 간만에 괜찮은 영화 봤음~~^^~~,9,1
패왕별희 디 오리지널,평생을 경극 속에서 살아간 남자가 있었다-2022년 4월 1일 고 장국영 19주기 ,10,1
모비우스,역시 마블.. 시간 가는 줄 모르고 봤당 재미써,10,1
50가지 그림자: 해방,이건 진짜 인생영화에요ㅠㅠㅠㅠ 진정한 사랑에 관한 얘기~^^ 넘 로맨틱하고 남주 여주 다 너무 매력폭발이네요ㅠㅠㅠㅠ 3편으로 끝나는게 넘 아쉬울뿐이에요ㅠㅠㅠㅠ 똑같은 영화 두번 안보는데 계속 또 보고 있네요^^,10,1
전투왕,전두환 이 개X끼 지옥에서 잘지내고있냐,10,1
모비우스,액션은 볼만함 근데 마지막에 왜 스파이더맨이랑 억지로 연결시킬려고 하는건가,5,0
블러드 레드 스카이,나름 신선한 소재. 나쁘지않은 전개. 의외로 괜찮은 배우들의 연기력. 그러나 처음부터 끝까지 발목을 잡는 저예산.,7,0
미스트,폭락하는  코인 손절했더니  즉식  개폭등하는거랑  똑같은  상황,10,1
뜨거운 피,모든 배우들의 연기가 맛깔났다 쵝옹 ,10,1
모비우스,댓글 알바 진짜 많네...이 영화 10점이라니장난하냐!!! 진짜 쿠키영상 빼고는 남는게 없음.그리고 설정도 너무 많이 파괴됨. 자레드 레토가 아까움..베놈2급으로 노잼임. 개봉이 많이 연기된 게 이해가 감..,2,0
시동,극한직업 만큼 잼나게 봤네여ㅎ,10,1
"나는 내일, 어제의 너와 만난다",두 주인공이 담담해보이는 모습이 오히려 더 절절하다,10,1
텍사스 전기톱 학살 2022,버스기사 왜내림? 50년간의복수얼른 안하고 왜말이 많음? 할머니가도망가랄때가지 괴물은 그어떤 짓을해도 왜안죽음? 자동차광고때매 죽은거아님? 엑셀을밟아야지,2,0
저스티스 리그,여주 이쁘면 10점임????,2,0
엑시트,재미있게봤음! 조정석 윤아 연기좋아용,10,1
1917,햐.... 영혼을 갈아넣은 촬영감독과 주연배우에게 찬사와 존경을 보낸다. 이걸 이렇게 찍었다고?! 와.... 진짜.. 대단하다. 아카데미상 탈려면 이 정도는 찍어야하는구나. 미쳤다 진짜. 근래 수 년 사이에 본 영화 중 이런 영화는 없었던거 같은데. 와~~ ,10,1
베스트 오브 미,"영상미가 좋은 영화. 노트북이 연상되는, 여운이 남는 영화였습니다 : ) ",10,1
완벽한 타인,코믹인줄 알고 봤는데 공포네요... ,10,1
블랙 크랩,개연성없는 진행 재미없음,1,0
모비우스,큰 기대없이 보면 볼만함,7,0
달콤한 인생,사랑을 스스로 인지하지 못할 정도로 마음이 닫힌 남자의 사랑~ 이런 관점에서 독일 영화 &amp;#39;타인의 삶&amp;#39;도 잼 있음. ,10,1
러덜리스,뭔가 뭉클해지는 영화였어요,9,1
패왕별희 디 오리지널,"보면서 엄청 좋고 기분좋지는 않았는데,,,아,,,너무 괴로워,,엄청난 영화에요.,,,",10,1
벨파스트,"혼란속에서도, 또 흑백속에서도 강렬하게 보이는 가족들의 이야기",10,1
이터널스,개봉하자마자 하도 욕먹길래 이번 작품은 안 보려다가 그래도 마블의 팬이자 한국에서 많은 작품을 찍은 마동석도 나오길래 이렇게 뒤늦게 찾아봤는데 매우 실망감이 크다. 소문난 잔치에 먹을 거 없다더니 정말.. 그나마 배속으로 볼 수 있어서 다행이었달까? &amp;#39;아무리 그래도 마블인데 적당히 킬링타임의 평타는 쳐주지 않을까&amp;#39; 라는 기대감에 뒤늦게 도전했지만 정말 아쉽고 실망감만 남을 뿐이다. 이터널스라는 새로운 영웅들의 출범식이라서 여러 인물들의 서사와 갈등을 풀어나가기 위해 다양한 썰 풀이를 하느라 조금 늘어지는 건 어쩔 수 없다 하더라도 그래도 그렇지 액션신이나 인물 간의 감정 표현들까지 여러 부분에서의 디테일한 연출들은 매우 부족하고 아쉬웠다. 요즘 온 세상 매체들이 PC감성에 물들어 마블 또한 디즈니에 먹혔기에 대충 이렇게 될 것쯤은 충분히 예상했다. 그 점 또한 감안해서 이해하고 봐주더라도 이번 작품은 좀 아니었다. 다 본 뒤 마지막 쿠키 영상만이 제일 흥미롭고 기억에 남을 뿐이다.,5,0
모비우스,좀 엉성하긴 해도 재미있게 봤습니다. 킬링 타임용으로 추천!,7,0
모비우스,너무 재미 없었어요.뻔하지만 따분한 스토리와 전개 시간 가는 줄 너무 잘 알겠던 영화입니다.,4,0
악마는 프라다를 입는다,"오프닝 suddenly I see 부터 당장 뉴욕에서 출근하고 싶게 만든 영화..미란다 편집장과 앤디의 연기, 의상, 연출 그 모든게 다 좋았다",10,1
프린스 코기,이게 8.7???? 아니야,2,0
드라이브 마이 카,"2시간 전까지는 이게 어떻게 영화야, 이건 영화 형식이 아니야.마지막 1시간은 재밌다. 우린 관계에서 최선을 다하려고 한다. 하지만 관계 자체가 원래 너무 어렵고 버거운 일이다. 그 진실의 선은 어디에 놓여 있는 거고, 나의 최선과 진실마저 상대적인 게 된다.그래도 어쩌겠는가. 우리는 상실과 절망 속에서도 계속 살아가야 한다는 거. ",7,0
그린 마일,정말 많이 울었네요 … 보는 내내 마음이 먹먹했다랄까 여운이 많이 남을 것 같아요,10,1
모비우스,액션 연기와 연출이 좋았다,7,0
소리도 없이,한순간도 인간적인 삶을 살아본적 없는 사람이 이제껏 살아온 자신의 인생은 아주많이 잘못되어 있구나 라는 현실을 명확히 깨닫는 순간... 어떻게 바꿀수도 없는 절망과 깊은 괴로움,9,1
뜨거운 피,영화가 너무 뚝뚝 끊기는 느낌임. 흐름이 잘 이어지지 않ㄴ음,6,0
간신,주지훈 김강우 연기밖에 볼게없는... 저런 배우들을 쓰고도 이런 쓰레기를 만들수가 있구나...,2,0
모비우스,"(주관) 그래픽은 뭘 보여 주려 하는건지.. 어지럽기만 했고, 내용은 너무 루즈함 중간중간 불필요한 내용 전개 많고 오히려 필요한 맥락과 요소가 많이 누락된 것 같았습니다. 올 해 첫 영화였는데 만원 남짓의 돈이 아깝다고 느껴질 정도의 작품. 이후 채널돌리다 만나도 잠깐 보다가 재미없어서 넘길 정도.",1,0
드라이빙 미스 데이지,자녀들과 함께 봐서 더욱 좋았던 영화. ,10,1
온 세상이 하얗다,기묘한 분위기. 독특한 감성,10,1
패러렐 마더스,좋았어요~ 추천합니다,8,1
포레스트 검프,끝까지 보니그냥 달리라는 말이나한테 하는 듯 했다,10,1
모비우스,좋았어요~ 추천합니다,8,1
모비우스,전개보단 비주얼에 뉘우친 느낌. 딱 킬링타임 영화,8,1
모비우스,"총체적 난국 , 소니는 진짜 욕먹어야됨",3,0
월플라워,눈앞에 불빛을 마주하는게 청춘의 일이자 힘,8,1
구타유발자들,폭력과 악의 대물림이 자아내는 악몽,8,1
해적: 도깨비 깃발,살다살다...영화보다 졸기는 처음...ㅠㅠ,4,0
데드풀,히어로물 싫어해서 어벤저스도 보다말다했는데 이건 진짜 재밌다ㅋㅋ 2편도 봐야징,10,1
내부자들,현실정치 실사판ㆍ그러나 영화의 마지막은 통쾌한데 실제론 전혀 그렇지 않다는 점이 무겁게 내려앉는 그런 영화입니다ㆍ암튼 수작임엔 분명합니다ㆍ,10,1
극장판 시그널,드라마 시그널도 헐리우드 영화 프리퀀시(감독 그레고리 호블릿)눈탱이질일뿐,5,0
뜨거운 피,"평점이 낮고, 유명한 배우가 없어서 별로 일거란 생각으로 봤는데 전반적으로 좋았다. ..평점으로 평가할게 못되네요. 후회할뻔. 역시 영화는 유명세 보다는 연기력이지 ㅡ ",9,1
이상한 나라의 수학자,나름 괜찮은듯 하네요.,8,1
B컷,평점조절위원회...힘내요 미스터 김?,1,0
모비우스,드디어 시니스터6의 시작인건가?모비우스...인상적인 데뷔전을 치룬 빌런임,7,0
드라이브 마이 카,"원작에 충실하지 않아서 더 좋았고, 유나와 윤수의 존재가 힌트가 되어 영화를 이해하기 더 좋았다.",9,1
이상한 나라의 수학자,넘 재밋엇어요????????,10,1
블랙 크랩,넷플 1위영화라 봤는데 보면서 이해안되는 장면들이 진짜 너무 많네요 개연성이라곤 찾아볼 수도 없는 망작임 그냥,1,0
배니싱: 미제사건,"30일에 평점  9점대인거 보고 놀라서 욕하러 들어왔는데  ㅋㅋㅋ 점점 평점 안정화 중뭐하나 볼게 없음. 긴장감도 없고, 맥락없는 썸은 뭐고?연출력ㅋㅋㅋㅋ런닝타임 짧은게 그나마 위안.유연석이 어울리 않는 배역이었음.진짜 우리나라 감독님들이  잘 하는거였음 ㅋ 대한민국이 컨텐츠 강국인 이유를 느낄 수 있는 영화.",2,0
악녀,김옥빈배우 이영화에서 다시보게됐어요,8,1
신라의 달밤,에효…에효… 주란씨… 에효… 호준아..에효.. 유선수..에효..서진씨..삼시세끼를 보다보면 가끔 최기동인가 차승원인가 긴가민가하다. 역시 조폭 영화는 클래식이 재미있다.,9,1
역할들,다소 무겁고 진지한 배우들의 인생스토리인  줄만 알았는데 바로 내가 살아가는 모습을 담은 영화~재미요소까지 갖춘 가슴먹먹해지는 영화,10,1
코다,청각장애인의 입장에서 한 번 더 생각해보게 하는 영화. 노래가 너무 좋았다,8,1
모비우스,SONY는 그들의 영화를 멀티버스 예고편으로만 활용하는 경향이 있다.,7,0
스플릿,예전에봐야지..해놓고..잊었는데너투부소개로이제야..봐야겠다...싶어..아..이걸왜..그때못봤을까...잘봤습니다..연기..스토리...저는다좋았습니다,10,1
모비우스,자레드 레토라는 배우의 낭비...일수도 있지만 그냥 히어로 영화에 안어울리는것일수도...,4,0
모비우스,개연성이 너무 부족..,6,0
샹치와 텐 링즈의 전설,샹치보다 양조위가 더 궁금한 영화,6,0
건파우더 밀크셰이크,액션 굿 킬타용으로 좋음,6,0
안나,킬링타임용으로 이만한거 없슴 다만 여주 케릭터에 액션이나 특유의 모션 등은 내보기엔 분명 영화 악녀의 김옥빈을 모티브로 한거 같은데 다만 어디에도 공식적으로 그런 언급은 없는데 아마 뤽베감독이 분명 케릭터를 김옥빈을 모티브로 했을것,8,1
기적,너무 많은걸 보여주려고 하다가 망함.. 개연성이 아쉽네요 박정민 고등학생 역할도 무리수,4,0
패러렐 마더스,좋은 영화 잘봤습니다.,9,1
모비우스,사실 예매해놓고 깜빡해서 못봤는데 5점으로 중립을 지키겠습니다,5,0
벨파스트,아일랜드의 과거로 다시 생각해보게되는 현재,7,0
킹 리차드,윌스미스의 행동으로 인해 망쳐지게 된 영화.,6,0
배니싱: 미제사건,전대미문까진 전혀아닌... 영화 속 전개다운 뻔한 스토리,5,0
워킹걸,조여정이 당시 지금과 같은 인지도가 아니라서 그렇지 재평가 받아야 할 영화임 그땐 단지 클라라 노출 하나 안 하나로 초점이 맞춰 졌음근데 노출 보다 영화가 그냥 재미있음그리고 클라라도 나름 연기를 잘 했음영화가 은근 메시지도 있고 코미디도 있어 재미있음배우들 연기도 잘하고 저평가 된 영화임평론가들 관객들 완전 점수 잘못 준 영화임평점 7-8점 이상은 되야 함,8,1
사랑 후의 두 여자,가랑비에 옷이 젖듯이 소리없이 서서히 감정을 적시는 걸작. 2022년 영국아카데미(BAFTA) 여우주연상을 수상한 조안나 스캔런의 연기는 최고!,9,1
모비우스,매력적인 캐릭터의 등장이네요,7,0
듄,이제 시작 단계라 앞으로의 내용이 궁금함,7,0
아저씨,개인적으로 아저씨2로 다시 복귀하는 건 어떨까 싶다 다음 복귀작이 부담 된다면 어차피 사람들의 기대가 덜 한 시리즈로 복귀 하는게 오히려 더 낫지 않을까 싶다 감정 흐름을 연결하는 것도 쉽고 외모도 더 나이들었으니 더 자연스럽지 않을까 싶다,10,1
프렌치 디스패치,영상미 감상하기 바빠서 스토리는 잘 모르겠다,7,0
바바 야가: 숲의 악령,뭔 갑자기 실타래. 실마녀여 뭐여,1,0
역할들,역할들엔 모두가 주인공이다!우리의 삶에서의 역할은 각자 위치에서 얼마나 치열하고 도전하고 살고 있는가?!감독과 연기자들의 삶을 엿볼 수 있는 영화이다.,10,1
연애 빠진 로맨스,연기도 스토리도 모르겠다 주인공들 케미가 별로,4,0
더 이퀄라이저 2,대박입니다~간졸여서 못보겠네요~^^넘 잼나요,10,1
디어 에반 핸슨,기대를 많이했는데... 아쉬웠습니다. 노래는 괜찮았어요.,5,0
내부자들: 디 오리지널,디 오리지널 이거보단 확실히 인물관계나 스토리 면에서 일반판이 더 깔끔함 ,6,0
라스트 나잇 인 소호,영상미가 좋았지만 후반부 스토리가 아쉽,6,0
